ROWNUM;VEHICLE_NUM;FULL_NAME;BLANK_NUM;VEHICLE_BRAND_MODEL;INN;OGRN;
15771;"В581ОМ199";"ГАБОВ ПАВЕЛ АНДРЕЕВИЧ";"МСК 011399";"NISSAN TEANA 2.3";"772012724679";"305770001038148";
15772;"К230МН67";"КОРОТЧЕНКОВА ЕЛЕНА НИКОЛАЕВНА";"МСК 011403";"RENAULT MEGANE II PKA14098R3";"673100052400";"311673234100020";
15773;"О147ОУ197";"ЧЕРНЮГОВ ИВАН ЛЕОНИДОВИЧ";"МСК 011407";"KIA RIO";"773301788257";"305770002534199";
15774;"Н224МТ197";"Валеев Али Хайдерович";"МСК 011411";"NISSAN TEANA 2.5 PREMIUM";"772105939892";"308774633300089";
15775;"В403РЕ197";"Повалюхин Олег Игоревич";"МСК 011416";"RENAULT LOGAN";"772816339807";"307770000455561";
15776;"А511РН197";"Повалюхин Олег Игоревич";"МСК 011420";"RENAULT LOGAN";"772816339807";"307770000455561";
15777;"М296РТ197";"ООО Такси.ру";"МСК 011423";"Ford Mondeo";"7713698687";"1097746841950";
15778;"М515РТ197";"ООО Такси.ру";"МСК 011428";"Ford Mondeo";"7713698687";"1097746841950";
15779;"Е065УН199";"ЧАЛЕНКО СЕРГЕЙ ВЛАДИМИРОВИЧ";"МСК011446";"FORD FOCUS";"771300231269";"304770000469394";
15780;"К403МЕ197";"ХЛЕБНИКОВ НИКОЛАЙ НИКОЛАЕВИЧ";"МСК 011447";"CHEVROLET KLAL (EPICA)";"770404232963";"309774606500060";
15781;"Р112УО199";"Шпагин Анатолий Александрович";"МСК011470";"Ford Galaxy";"773379726030";"311774634601422";
15782;"А021ОТ197";"Ниёзбобоев Курбон Илёсович";"МСК 011471";"DAEWOO NEXIA";"773465143995";"311774635300681";
15783;"О201РС197";"КРЫМСКАЯ ОЛЬГА ВАСИЛЬЕВНА";"МСК 011478";"KIA ED CEE'D";"770503255707";"311774634300914";
15784;"В262УО197";"ХАХУТАИШВИЛИ БАДРИ УСУПОВИЧ";"МСК 018483";"MITSUBISHI LANSER 1.6";"671700946318";"311774634900604";
15785;"В325МА197";"Волков  Андрей Владимирович";"МСК 011487";"Audi A6 2,4";"772101479565";"311774631500249";
15786;"У993КН177";"ПОПОВ БОРИС БОРИСОВИЧ";"МСК011488";"VAZ 21043";"772150364452";"311774635400150";
15787;"В252УС199";"ПРИМШИЦ МИХАИЛ ИВАНОВИЧ";"МСК 011492";"FORD FOCUS";"772903441677";"311774663430080";
15788;"М444РУ199";"ФЕДЯЕВ СЕРГЕЙ СЕРГЕЕВИЧ";"МСК 011494";"HYUNDAI ACCENT";"770470765241";"311774620800871";
15789;"А104ХВ199";"МАХЖУТДИНОВ МАХЖУТДИН ГАДЖИЕВИЧ";"МСК011497";"TOYOTA AVENSIS";"773460031085";"311774624300523";
15790;"С664МЕ199";"ПЕТРОВ НИКОЛАЙ АНАТОЛЬЕВИЧ";"МСК 011504";"CHEVROLET KLAL (EPICA)";"540819229233";"311774626200180";
15791;"У947АХ197";"ПАВЛОВ ВЛАДИМИР ИВАНОВИЧ";"МСК 011512";"CITROEN BERLINGO";"772075654777";"311774634900778";
15792;"С480МН197";"Дякин Николай Александрович";"МСК 011509";"FORD MONDEO";"772201758070";"311774610200399";
15793;"Н144МС40";"Болквадзе Рамаз Ильич";"МСК 029621";"FORD FOCUS";"402404504640";"310402436200015";
15794;"Е547ВА40";"ГОГАДЗЕ ДАВИД АСЛАНОВИЧ";"МСК011535";"KIA АВЕЛЛА DB2222";"402404096101";"310402436200026";
15795;"Е342ОВ197";"САЛМИН АНДРЕЙ БОРИСОВИЧ";"МСК 011538";"FORD FOCUS";"771403915849";"309774633700665";
15796;"О800КТ199";"Гашев Юрий Геннадьевич";"МСК011545";"OPEL ZAFIRA";"772449349193";"307770000404642";
15797;"С132НХ197";"ЗЕЙНАЛОВ САМИР РАХМАН ОГЛЫ";"МСК011551";"HYUNDAI ACCENT";"772074063323";"309774627400779";
15798;"М473РВ197";"ООО  Такси Тревел";"МСК 011558";"HYUNDAI SOLARIS";"7715815710";"1107746487056";
15799;"О104КХ199";"Рогачев Егор Матвеевич";"МСК 011563";"LADA 211440 LADA SAMARA";"771816059406";"311774634601032";
15800;"У892НН177";"АБУЛАДЗЕ ОТАРИ АХМЕДОВИЧ";"МСК 011566";"NISSAN ALMERA 1.8";"774314231352";"311774634301174";
15801;"А403ОТ197";"Кудрявцев Евгений Петрович";"МСК011574";"Renault SR";"773409560233";"311774626300692";
15802;"Е222УХ40";"ФИЛИППОВ СЕРГЕЙ АНАТОЛЬЕВИЧ";"МСК 011565";"MAZDA 6";"400402508772";"311400429800017";
15803;"М577ОХ197";"ООО КАНАТ";"МСК 011580";"Renault Logan";"7720595700";"1077761083157";
15804;"К718НМ197";"ООО ВИАДУК АВТО";"МСК 011585";"CHEVROLET AVEO";"7724775703";"1117746044481";
15805;"А548РУ197";"ОСЬКИН АЛЕКСАНДР ВИКТОРОВИЧ";"МСК 011564";"HYUNDAI SOLARIS";"771307939501";"311774623700238";
15806;"О078РУ197";"ООО ХК";"МСК011593";"HYUNDAI H-12.4 AT";"7714839034";"1117746345650";
15807;"Х950ЕХ197";"Коротков Александр Николаевич";"МСК 011591";"HYUNDAI MATRIX 1.8GLS";"771409503200";"311774634700025";
15808;"Е296ХВ197";"Гасанбеков Назим Гашимович";"МСК019686";"RENAULT LOGAN";"772065003180";"304770000044610";
15809;"Е394ХВ197";"Гасанбеков Назим Гашимович";"МСК 019690";"RENAULT LOGAN";"772065003180";"304770000044610";
15810;"Е297ХВ197";"Гасанбеков Назим Гашимович";"МСК 019697";"RENAULT LOGAN";"772065003180";"304770000044610";
15811;"О266ТВ177";"Мехтиев Иляс Аббас оглы";"МСК 011600";"VAZ 21099";"770365093745";"309774602800371";
15812;"В705РО197";"КРАВЧЕНКО СЕРГЕЙ ВЛАДИМИРОВИЧ";"МСК 011619";"MERCEDES BENZ SPRINTER";"773772471290";"311774629800251";
15813;"С273ОО197";"МЕПАРИШВИЛИ ШУКРИ ГИВИЕВИЧ";"МСК011629";"VAZ 21074";"772342721274";"311774635400640";
15814;"М868РС197";"НИКИТИН ДЕНИС АНДРЕЕВИЧ";"МСК011631";"MERCEDES- BENZ S350";"772765122507";"308770000118970";
15815;"В398МЕ197";"Емельянов Григорий Александрович";"МСК 011634";"Hyundai Sonata";"772824574882";"311774632101021";
15816;"В674ОН197";"Емельянов Григорий Александрович";"МСК 011638";"Ford Mondeo";"772824574882";"311774632101021";
15817;"С235НК197";"Емельянов Григорий Александрович";"МСК 011641";"Hyundai Sonata";"772824574882";"311774632101021";
15818;"А775ОК197";"САМОХИН АЛЕКСАНДР ВАСИЛЬЕВИЧ";"МСК011645";"GAZ 31105";"771565215992";"309774607500651";
15819;"Н921РМ197";"ООО Рич";"МСК 011649";"Ford Mondeo";"7731414666";"1117746811346";
15820;"Н842РМ197";"ООО Рич";"МСК 011654";"Mercedes-Benz E-klasse E 220 CDI";"7731414666";"1117746811346";
15821;"Н062РМ197";"ООО Рич";"МСК 011659";"Mercedes-Benz E220 CDI";"7731414666";"1117746811346";
15822;"Н063РМ197";"ООО Рич";"МСК 011664";"Mercedes-Benz E220 CDI";"7731414666";"1117746811346";
15823;"Р766ТМ177";"ЗАХАРОВ ВИКТОР ВИКТОРОВИЧ";"МСК 011693";"VAZ 2115";"773513251961";"311774631201811";
15824;"М358АУ197";"ЕГОРОВ МИХАИЛ ВАЛЕРЬЕВИЧ";"МСК011696";"HYUNDAI NF SONATA 2.4";"772492587420";"311774635500468";
15825;"А499ВН197";"ЛЕВЧЕНКО ВИКТОР БОРИСОВИЧ";"МСК 011707";"HYUNDAI SONATA";"772778389924";"311774633401748";
15826;"Р203РМ197";"ООО ЭлитСервис";"МСК 011711";"Volkswagen Jetta";"7701895070";"1107746887082";
15827;"Х132РУ197";"ООО Атлантис группа-2001";"МСК011700";"Renault Logan";"7723150681";"1037739010264";
15828;"В640АТ197";"Пустовалов Игорь Анатольевич";"МСК 011715";"HYUNDAI TG 33GLS";"772501073536";"305770000058740";
15829;"Н396ОХ197";"ЗОРИН АЛЕКСАНДР СЕРГЕЕВИЧ";"МСК 011725";"FORD C-MAX";"771500617799";"311774635500739";
15830;"У931АМ197";"Мигранов Ханиф Сабитович";"МСК 011736";"RENAULT LOGAN(SR)";"773134974050";"310774634400772";
15831;"Х283ОУ197";"ООО «ТрансСтройСервис»";"МСК011748";"Daewoo Nexia";"7722645956";"1087746522170";
15832;"Х147ОР197";"ООО «ТрансСтройСервис»";"МСК011755";"Daewoo Nexia";"7722645956";"1087746522170";
15833;"С330УХ199";"ООО «ТрансСтройСервис»";"МСК011762";"Chevrolet KLAN (J200/LACETTI)";"7722645956";"1087746522170";
15834;"ЕМ27177";"ООО НЖТ-ВОСТОК";"МСК 001991";"FORD FOCUS";"7719750140";"1107746402246";
15835;"ЕМ27777";"ООО НЖТ-ВОСТОК";"МСК 001985";"FORD FOCUS";"7719750140";"1107746402246";
15836;"ЕМ12377";"ООО НЖТ-ВОСТОК";"МСК 001988";"FORD FOCUS";"7719750140";"1107746402246";
15837;"ЕМ38777";"ООО НЖТ-ВОСТОК";"МСК 001992";"FORD FOCUS";"7719750140";"1107746402246";
15838;"ЕМ48577";"ООО НЖТ-ВОСТОК";"МСК 001994";"FORD FOCUS";"7719750140";"1107746402246";
15839;"ЕМ38877";"ООО НЖТ-ВОСТОК";"МСК 001999";"FORD FOCUS";"7719750140";"1107746402246";
15840;"ЕМ27077";"ООО НЖТ-ВОСТОК";"МСК 002128";"FORD FOCUS";"7719750140";"1107746402246";
15841;"Е692УТ199";"ООО Ритм жизни";"МСК 001768";"Renault SR";"7714636130";"1067746273198";
15842;"Т799ТК199";"ООО Ритм жизни";"МСК 001770";"Renault Logan SR";"7714636130";"1067746273198";
15843;"К498ЕМ197";"ООО Ритм жизни";"МСК 001775";"Renault SR";"7714636130";"1067746273198";
15844;"Е468УТ199";"ООО Ритм жизни";"МСК 001777";"Renault SR";"7714636130";"1067746273198";
15845;"Е122УТ199";"ООО Ритм жизни";"МСК 001782";"Renault SR";"7714636130";"1067746273198";
15846;"Е131УА199";"ООО Ритм жизни";"МСК 001784";"Renault Logan SR";"7714636130";"1067746273198";
15847;"К216ВК197";"ООО Ритм жизни";"МСК 001791";"Renault SR";"7714636130";"1067746273198";
15848;"ВР77877";"ООО ТАКСИ";"МСК 002226";"Peugeot Partner";"7714526095";"1037789018849";
15849;"ВН66977";"ООО ТАКСИ";"МСК 002230";"Peugeot Partner";"7714526095";"1037789018849";
15850;"ВЕ72877";"ООО ТАКСИ";"МСК 002231";"Peugeot Partner";"7714526095";"1037789018849";
15851;"ВР77777";"ООО ТАКСИ";"МСК 002235";"Peugeot Partner";"7714526095";"1037789018849";
15852;"ВР76677";"ООО ТАКСИ";"МСК 002236";"Peugeot Partner";"7714526095";"1037789018849";
15853;"ВЕ73277";"ООО ТАКСИ";"МСК 002240";"Peugeot Partner";"7714526095";"1037789018849";
15854;"ВН68677";"ООО ТАКСИ";"МСК 002241";"Peugeot Partner";"7714526095";"1037789018849";
15855;"ВЕ76277";"ООО ТАКСИ";"МСК 002245";"Peugeot Partner";"7714526095";"1037789018849";
15856;"ВЕ59277";"ООО ТАКСИ";"МСК 002246";"Peugeot Partner";"7714526095";"1037789018849";
15857;"ВК38077";"ООО ТАКСИ";"МСК 002250";"Peugeot Partner";"7714526095";"1037789018849";
15858;"ВН67977";"ООО ТАКСИ";"МСК 002251";"Peugeot Partner";"7714526095";"1037789018849";
15859;"С029КХ197";"БАРАШЕВСКИЙ СЕРГЕЙ БОРИСОВИЧ";"МСК 002125";"Mitsubishi Lancer 1,8";"772393097583";"311774602701153";
15860;"А033УЕ08";"САНГАДЖИЕВ ВЛАДИМИР СЕМЕНОВИЧ";"МСК 002109";"РЕНО FLUUENCE";"081409147213";"311081320900297";
15861;"Е869ЕО197";"Синельченков Александр Иванович";"МСК 002265";"HYUNDAI ELANTRA 1,6 GLSAT";"774330352724";"310774629500455";
15862;"Х928МК197";"Корзуков Анатолий Николаевич";"МСК 002266";"CHEVROLET KLAN J200LACETTI";"773386822627";"311774620300749";
15863;"У999НМ177";"Рудинский Роман Алексеевич";"МСК 002271";"BMW 523I";"771537802999";"307770000289830";
15864;"В626МВ197";"Рудинский Роман Алексеевич";"МСК 002272";"HYUNDAI H-1 2.4MPIAT";"771537802999";"307770000289830";
15865;"Е628АВ197";"ООО МИСТАС";"МСК 002412";"Ford Mondeo";"7715773259";"1097746533774";
15866;"В190УО199";"ООО МИСТАС";"МСК 002407";"Ford Mondeo";"7715773259";"1097746533774";
15867;"Е634АВ197";"ООО МИСТАС";"МСК 002403";"Ford Mondeo";"7715773259";"1097746533774";
15868;"Е629АВ197";"ООО МИСТАС";"МСК 002402";"Ford Mondeo";"7715773259";"1097746533774";
15869;"У731УТ199";"ООО МИСТАС";"МСК 002398";"Ford Focus";"7715773259";"1097746533774";
15870;"Е631АВ197";"ООО МИСТАС";"МСК 002397";"Ford Mondeo";"7715773259";"1097746533774";
15871;"У694УТ199";"ООО МИСТАС";"МСК 002393";"Ford Focus";"7715773259";"1097746533774";
15872;"Т902РР199";"ООО МИСТАС";"МСК 002392";"Ford Mondeo";"7715773259";"1097746533774";
15873;"К837КН199";"Гордеев Виктор Михайлович";"МСК 002427";"KIA YED (SEYE?D)";"773388689650";"311774604101059";
15874;"М450КЕ190";"ООО Элегант";"МСК 002430";"ZAZ CHANCE TF69UO";"5021013377";"1045004150465";
15875;"М448КЕ190";"ООО Элегант";"МСК 002433";"ZAZ CHANCE TF69UO";"5021013377";"1045004150465";
15876;"М451КЕ190";"ООО Элегант";"МСК 002435";"ZAZ CHANCE TF69UO";"5021013377";"1045004150465";
15877;"А367ВМ190";"ООО Элегант";"МСК 002438";"VAZ 211440";"5021013377";"1045004150465";
15878;"С408ЕМ190";"ООО Элегант";"МСК 002440";"VAZ 211440 LADA SAMARA";"5021013377";"1045004150465";
15879;"У253КВ190";"ООО Элегант";"МСК 002443";"RENAULT SR";"5021013377";"1045004150465";
15880;"У255КВ190";"ООО Элегант";"МСК 002445";"RENAULT SR";"5021013377";"1045004150465";
15881;"О960ВС190";"ООО Элегант";"МСК 002448";"RENAULT SR";"5021013377";"1045004150465";
15882;"Е133КА190";"ООО Элегант";"МСК 002450";"RENAULT SR";"5021013377";"1045004150465";
15883;"М458КЕ190";"ООО Элегант";"МСК 002453";"ZAZ CHANCE TF69UO";"5021013377";"1045004150465";
15884;"С405ЕМ190";"ООО Элегант";"МСК 002455";"VAZ 211440 LADA SAMARA";"5021013377";"1045004150465";
15885;"С687ХМ150";"ООО Элегант";"МСК 002460";"RENAULT -LOGAN SR";"5021013377";"1045004150465";
15886;"В642УК199";"Лагутин Юрий Иванович";"МСК 002465";"LADA 211440";"771410487898";"310774604300141";
15887;"У709НВ197";"Козлов Денис Александрович";"МСК 002472";"VAZ 21070";"772073272892";"311774603300832";
15888;"Е761ЕО190";"Твилинев Вячеслав Витальевич";"МСК 002475";"KIA-ED (CEED)";"500906467687";"308500932300027";
15889;"У190КК197";"Тростянецкий Петр Геннадьевич";"МСК 024552";"Renault SR";"773609189714";"554445788754323";
15890;"А482НХ197";"Тростянецкий Петр Геннадьевич";"МСК 002480";"Renault SR";"773609189714";"554445788754323";
15891;"А975АК197";"ООО Ритм жизни";"МСК 002627";"Ford Focus";"7714636130";"1067746273198";
15892;"Т763ХУ199";"ООО Ритм жизни";"МСК 002628";"Ford Mondeo";"7714636130";"1067746273198";
15893;"В176КН197";"ООО Ритм жизни";"МСК 002632";"Renault FLUENCE";"7714636130";"1067746273198";
15894;"У936СТ199";"ООО Ритм жизни";"МСК 002633";"Ford Focus";"7714636130";"1067746273198";
15895;"К291УА199";"ООО Ритм жизни";"МСК 002637";"Ford Mondeo";"7714636130";"1067746273198";
15896;"К805УА199";"ООО Ритм жизни";"МСК 002642";"Ford Mondeo";"7714636130";"1067746273198";
15897;"Р234НУ197";"ООО Ритм жизни";"МСК 002648";"Ford Focus";"7714636130";"1067746273198";
15898;"Т792ТК199";"ООО Ритм жизни";"МСК 002650";"Ford Focus";"7714636130";"1067746273198";
15899;"С481ЕР197";"ООО Ритм жизни";"МСК 002653";"Renault FLUENCE";"7714636130";"1067746273198";
15900;"Е082УА199";"ООО Ритм жизни";"МСК 002655";"Ford Focus";"7714636130";"1067746273198";
15901;"В108КН197";"ООО Ритм жизни";"МСК 002658";"Ford Mondeo";"7714636130";"1067746273198";
15902;"С480ЕР197";"ООО Ритм жизни";"МСК 002660";"Renault FLUENCE";"7714636130";"1067746273198";
15903;"Е097УТ199";"ООО Ритм жизни";"МСК 002663";"Ford Focus";"7714636130";"1067746273198";
15904;"Е469УТ199";"ООО Ритм жизни";"МСК 002665";"Ford Focus";"7714636130";"1067746273198";
15905;"Т621ТК199";"ООО Ритм жизни";"МСК 002668";"Ford Focus";"7714636130";"1067746273198";
15906;"Е098УТ199";"ООО Ритм жизни";"МСК 002669";"Ford Focus";"7714636130";"1067746273198";
15907;"ЕА35877";"ООО НЖТ";"МСК 002491";"FORD FOCUS";"7719719679";"1097746142306";
15908;"ЕА35977";"ООО НЖТ";"МСК 002492";"FORD FOCUS";"7719719679";"1097746142306";
15909;"ЕМ14077";"ООО НЖТ";"МСК 002509";"FORD FOCUS";"7719719679";"1097746142306";
15910;"ЕА31277";"ООО НЖТ";"МСК 002514";"FORD FOCUS";"7719719679";"1097746142306";
15911;"ЕА34677";"ООО НЖТ";"МСК 002518";"FORD FOCUS";"7719719679";"1097746142306";
15912;"ЕМ41077";"ООО НЖТ";"МСК 002523";"FORD FOCUS";"7719719679";"1097746142306";
15913;"ЕА34377";"ООО НЖТ";"МСК 002515";"FORD FOCUS";"7719719679";"1097746142306";
15914;"ЕА39777";"ООО НЖТ";"МСК 002530";"FORD FOCUS";"7719719679";"1097746142306";
15915;"ЕМ13277";"ООО НЖТ";"МСК 002535";"FORD FOCUS";"7719719679";"1097746142306";
15916;"ЕВ62077";"ООО НЖТ";"МСК 002538";"FORD FOCUS";"7719719679";"1097746142306";
15917;"ЕМ40077";"ООО НЖТ-ЗАПАД";"МСК 012104";"FORD FOCUS";"7719755444";"1107746566542";
15918;"ЕМ42077";"ООО НЖТ-ЗАПАД";"МСК 002566";"FORD FOCUS";"7719755444";"1107746566542";
15919;"ЕМ39577";"ООО НЖТ-ЗАПАД";"МСК 002571";"FORD FOCUS";"7719755444";"1107746566542";
15920;"ЕМ39077";"ООО НЖТ-ЗАПАД";"МСК 002576";"FORD FOCUS";"7719755444";"1107746566542";
15921;"ЕМ41777";"ООО НЖТ-ЗАПАД";"МСК 002581";"FORD FOCUS";"7719755444";"1107746566542";
15922;"ЕМ47677";"ООО НЖТ-ЗАПАД";"МСК 002586";"FORD FOCUS";"7719755444";"1107746566542";
15923;"ЕМ47077";"ООО НЖТ-ЗАПАД";"МСК 002591";"FORD FOCUS";"7719755444";"1107746566542";
15924;"Е921НУ197";"Мартиросян Артём Павелович";"МСК 002596";"KIA DE(JB/RIO)";"772465171310";"309774625000036";
15925;"Т921ХА90";"Смирнов Сергей Николаевич";"МСК 002599";"VAZ 21150";"507100300195";"304507136400082";
15926;"Х983УТ199";"Чернявский Валерий Иванович";"МСК 019241";"CHEVROLET KLAN J200/LACETTI";"770905088446";"308770000067567";
15927;"У783КХ197";"Гурских Виктор Анатольевич";"МСК 002604";"MAZDA 3";"771900254701";"308770000158415";
15928;"Р301ХН197";"Аманов Тахир Курбанович";"МСК 021043";"MAZDA 6";"772700955300";"308770000377335";
15929;"М031РЕ177";"Терешкин Николай Николаевич";"МСК 002623";"OPEL ZAFIRA 1.8 16V";"772140767734";"311774602800777";
15930;"Р871МХ197";"Базаев Александр Васильевич";"МСК 002624";"KIA DE (JB/RIO)";"772005938775";"310774636400108";
15931;"У086ОМ177";"Власенков Андрей Евгеньевич";"МСК 002626";"OPEL ASTRA KARAVAN";"773133888225";"311774460280110";
15932;"О923НУ197";"Бакунов Дмитрий Михайлович";"МСК 002671";"LADA 217030";"771508399567";"311774604100799";
15933;"Х083ХХ197";"Хабаров Алексей Васильевич";"МСК 021585";"NISSAN TIIDA";"771565096583";"307770000030632";
15934;"ЕМ29377";"ООО НЖТ-ВОСТОК";"МСК 002680";"FORD FOCUS";"7719750140";"1107746402246";
15935;"ЕМ33477";"ООО НЖТ-ВОСТОК";"МСК 002685";"FORD FOCUS";"7719750140";"1107746402246";
15936;"ЕМ30077";"ООО НЖТ-ВОСТОК";"МСК 002689";"FORD FOCUS";"7719750140";"1107746402246";
15937;"ЕМ32777";"ООО НЖТ-ВОСТОК";"МСК 002694";"FORD FOCUS";"7719750140";"1107746402246";
15938;"ЕМ28577";"ООО НЖТ-ВОСТОК";"МСК 002699";"FORD FOCUS";"7719750140";"1107746402246";
15939;"ЕМ29677";"ООО НЖТ-ВОСТОК";"МСК 002704";"FORD FOCUS";"7719750140";"1107746402246";
15940;"ЕМ29077";"ООО НЖТ-ВОСТОК";"МСК 002709";"FORD FOCUS";"7719750140";"1107746402246";
15941;"ЕМ29977";"ООО НЖТ-ВОСТОК";"МСК 002714";"FORD FOCUS";"7719750140";"1107746402246";
15942;"ЕО61877";"ООО НЖТ-ВОСТОК";"МСК 019076";"FORD FOCUS";"7719750140";"1107746402246";
15943;"ЕМ34177";"ООО НЖТ-ВОСТОК";"МСК 002718";"FORD FOCUS";"7719750140";"1107746402246";
15944;"В045ЕО197";"ООО Чемпион";"МСК 002726";"FORD FOCUS";"7710862681";"1107746094895";
15945;"В040ЕО197";"ООО Чемпион";"МСК 002731";"FORD FOCUS";"7710862681";"1107746094895";
15946;"О385ММ197";"Степанков Сергей Евгеньевич";"МСК 023901";"VOLKSWAGEN PASSAT";"771871274267";"307770000346770";
15947;"К430НН197";"Веренев Дмитрий Васильевич";"МСК 002679";"CHEVROLET KLAL EPICA";"772002732350";"307770000020254";
15948;"А595ОР177";"Михалков Юрий Витальевич";"МСК 002741";"VAZ 21074";"773475315805";"311774603301103";
15949;"М992КС197";"Лучкин Сергей Михайлович";"МСК 002748";"CHEVROLET KLAN (J200/LACETTI)";"504706095862";"311774619300181";
15950;"ВО67677";"ОАО 14 ТМП";"МСК 002775";"KIA FB2272 (SPECTRA)";"7703062780";"1027739272175";
15951;"ВО70977";"ОАО 14 ТМП";"МСК 002780";"KIA FB2272 (SPECTRA)";"7703062780";"1027739272175";
15952;"ВО72377";"ОАО 14 ТМП";"МСК 002785";"KIA FB2272 (SPECTRA)";"7703062780";"1027739272175";
15953;"ВО74077";"ОАО 14 ТМП";"МСК 002790";"KIA FB2272 (SPECTRA)";"7703062780";"1027739272175";
15954;"ВО76777";"ОАО 14 ТМП";"МСК 002795";"KIA FB2272 (SPECTRA)";"7703062780";"1027739272175";
15955;"ВО77477";"ОАО 14 ТМП";"МСК 002800";"KIA FB2272 (SPECTRA)";"7703062780";"1027739272175";
15956;"ВО78877";"ОАО 14 ТМП";"МСК 002804";"KIA FB2272 (SPECTRA)";"7703062780";"1027739272175";
15957;"ВО79677";"ОАО 14 ТМП";"МСК 002809";"KIA SPECTRA FB2273";"7703062780";"1027739272175";
15958;"ВО80577";"ОАО 14 ТМП";"МСК 002814";"KIA FB2272 (SPECTRA)";"7703062780";"1027739272175";
15959;"ВО81577";"ОАО 14 ТМП";"МСК 002819";"KIA FB2272 (SPECTRA)";"7703062780";"1027739272175";
15960;"ВО85777";"ОАО 14 ТМП";"МСК 002824";"KIA FB2272 (SPECTRA)";"7703062780";"1027739272175";
15961;"ЕВ15877";"ОАО 14 ТМП";"МСК 002829";"KIA FB2272 (SPECTRA)";"7703062780";"1027739272175";
15962;"ЕВ16577";"ОАО 14 ТМП";"МСК 002834";"KIA FB2272 (SPECTRA)";"7703062780";"1027739272175";
15963;"М361НС197";"ОАО 14 ТМП";"МСК 002839";"CHEVROLET KLAN J200/CHEVROLETL";"7703062780";"1027739272175";
15964;"М366НС197";"ОАО 14 ТМП";"МСК 002844";"CHEVROLET KLAN J200/CHEVROLETL";"7703062780";"1027739272175";
15965;"М393НС197";"ОАО 14 ТМП";"МСК 002849";"CHEVROLET KLAN J200/CHEVROLETL";"7703062780";"1027739272175";
15966;"Е251ЕХ199";"КРУПНОВ МИХАИЛ АРНОЛЬДОВИЧ";"МСК 002864";"RENAULT MEGAN II EKH2SEA1103S";"773712071441";"311774621000343";
15967;"А413СХ177";"ШАКУРОВ БОРИС ИВАНОВИЧ";"МСК 002856";"Daewoo Nexia";"773711772740";"308774632300378";
15968;"А481НС199";"ООО Дон-Авто";"МСК 002890";"HYUNDAI SONATA";"7727228459";"1027727010046";
15969;"В375НВ199";"ООО Дон-Авто";"МСК 002892";"HYUNDAI SONATA";"7727228459";"1027727010046";
15970;"В790НВ199";"ООО Дон-Авто";"МСК 002895";"HYUNDAI SONATA";"7727228459";"1027727010046";
15971;"А484НС199";"ООО Дон-Авто";"МСК 002897";"HYUNDAI SONATA";"7727228459";"1027727010046";
15972;"В473НВ199";"ООО Дон-Авто";"МСК 002900";"HYUNDAI SONATA";"7727228459";"1027727010046";
15973;"Р994ХВ177";"ООО Дон-Авто";"МСК 002902";"HYUNDAI SONATA";"7727228459";"1027727010046";
15974;"М325АТ199";"ООО Дон-Авто";"МСК 002905";"HYUNDAI SONATA";"7727228459";"1027727010046";
15975;"О427ХН177";"ООО Дон-Авто";"МСК 002907";"HYUNDAI SONATA";"7727228459";"1027727010046";
15976;"А664ВУ199";"ООО Дон-Авто";"МСК 002910";"HYUNDAI SONATA";"7727228459";"1027727010046";
15977;"А443ВУ199";"ООО Дон-Авто";"МСК 002912";"HYUNDAI SONATA";"7727228459";"1027727010046";
15978;"Р791АА199";"ООО Дон-Авто";"МСК 002915";"HYUNDAI SONATA";"7727228459";"1027727010046";
15979;"Р903АО197";"Кравцов Илья Геннадьевич";"МСК 007891";"Kia YED SIID";"773127921330";"309774630600046";
15980;"М817ОК197";"Трафняк Лев Семенович";"МСК 014130";"Chery B14";"771815321925";"311774624301184";
15981;"А946КУ197";"Осипов Андрей Юрьевич";"МСК 007940";"Hyundai Solaris 1.4 GIMT";"773607924228";"307770000030416";
15982;"А768ХТ199";"Демин Юрий Викторович";"МСК 007942";"Kia DE (JV) RIO";"772865171522";"310774601900211";
15983;"В455РЕ177";"Лютов Алексей Яковлевич";"МСК 007974";"HYUNDAI ACCENT";"771801468854";"304770000228136";
15984;"В233КС197";"НЕГАДОВ ВЛАДИМИР ВЛАДИМИРОВИЧ";"МСК 007984";"TAGAZ KJ TAGER";"772822815483";"311774605300818";
15985;"Х024ТК199";"Маркин Михаил Николаевич";"МСК 007997";"VAZ 21053";"773470995547";"311774625100869";
15986;"У355КМ199";"ЧЕРМАШЕНЦЕВ ВАЛЕРИЙ КУЗЬМИЧ";"МСК 007988";"FORD MONDEO";"772707001775";"306770000003881";
15987;"А331ОЕ197";"Бровкин Вячеслав Николаевич";"МСК 008017";"Renault Logan SR";"771803551730";"311774604201505";
15988;"Т461ХУ150";"АХТЫРСКИЙ АЛЕКСЕЙ НИКОЛАЕВИЧ";"МСК 008104";"OPEL VECTRA";"503440413350";"311503425600078";
15989;"С465ОТ190";"АГИРОВ РАМАЗАН ЗАОВИЧ";"МСК 008097";"CHEVROLET LANOS";"091000848907";"310502033600039";
15990;"Т097НК197";"КОЛЫЧЕВ ИГОРЬ ВИКТОРОВИЧ";"МСК 008100";"NISSAN ALMERA CLASSIC 1.6 SE";"772344481941";"311774618800884";
15991;"Х855АУ190";"МАЛЫШЕВ АНДРЕЙ ВАСИЛЬЕВИЧ";"МСК 008102";"CHEVROLET KLAN J200 LACETTI";"503117660939";"311503124400022";
